pre_gaze_horizontal,pre_gaze_vertical,measured_head_horizontal,measured_head_vertical
3.239772542771952857e+01,-5.922798961098094672e-01,2.304923410939190731e+01,-1.497140700094192756e+00
3.404716847214605480e+01,1.572252698616378730e-01,2.342834555405394781e+01,-1.401212785647082848e+00
3.445938131862949660e+01,-1.473034862684424962e+00,2.384055840053738606e+01,-1.375427964053334007e+00
3.292006465457303932e+01,-1.698509470841258029e+00,2.423709206902393021e+01,-1.391475908451269117e+00
3.272269009600280043e+01,-3.803398567709344036e+00,2.444961800432930588e+01,-1.503705514044986424e+00
3.261560876291765965e+01,-6.424275766009518662e+00,2.468836851173483282e+01,-1.707743905497966619e+00
3.277610306110626226e+01,-1.104576194042381942e+01,2.491675079373197832e+01,-2.001409229284831337e+00
3.182932052975392168e+01,-1.331337047089265369e+01,2.524886077826159791e+01,-2.586195461264664708e+00
3.196053617549069159e+01,-1.462186470362529533e+01,2.546794290577129871e+01,-3.087640854958756176e+00
3.188755577220316084e+01,-1.402947018197525253e+01,2.571341033801854081e+01,-3.481822446206478627e+00
3.231407568281399278e+01,-1.503114746728759954e+01,2.613993024862936920e+01,-3.880403847587873933e+00
3.255877155860260075e+01,-1.752730327674407107e+01,2.638462612441797717e+01,-4.142022520537658181e+00
3.280960503750094404e+01,-1.915378579349554755e+01,2.666529366363908693e+01,-4.476928425892990226e+00
3.140924930066695708e+01,-1.834607611081699474e+01,2.675348200033745272e+01,-4.681054139626382060e+00
3.016720337802664176e+01,-1.800318439943475113e+01,2.674901678524823367e+01,-4.798781008573001827e+00
2.903335877686227917e+01,-1.629343504854244529e+01,2.652931906251997773e+01,-4.709484231970189505e+00
2.881449855456023101e+01,-1.441809517958343179e+01,2.631045884021792958e+01,-4.655329425366592666e+00
2.713285571340486868e+01,-1.366364064247172827e+01,2.597529353161007748e+01,-4.624154718837086619e+00
2.650492248517189964e+01,-1.365127523412676780e+01,2.575997111616878854e+01,-4.611789310492125260e+00
2.564744474123449436e+01,-1.422393466225476999e+01,2.557284006605402382e+01,-4.603944640041215841e+00
2.285788898389849422e+01,-1.566819233099192488e+01,2.534641874234576164e+01,-4.638815821146276441e+00
2.244276484809890349e+01,-1.515972743193331596e+01,2.523179879442982099e+01,-4.650821652649386628e+00
1.918958889270968271e+01,-1.477211835754744662e+01,2.507518448535543243e+01,-4.596741388670732675e+00
2.269493261404154438e+01,-1.410526779868878577e+01,2.495579540752014935e+01,-4.538044849318407792e+00
2.923196151450455460e+01,-1.164654249871468394e+01,2.478844462473587384e+01,-4.420960337202938462e+00
2.347572456386008710e+01,-1.154456735509946341e+01,2.436634627784888352e+01,-4.195993598653473988e+00
1.784625745728933310e+01,-1.074178414214117439e+01,2.400640830682317173e+01,-4.034972923419539725e+00
2.152952585964450805e+01,-8.693198751461176599e+00,2.338118124547545662e+01,-3.775600727714141236e+00
1.908457335245521591e+01,-1.056457654669228319e+01,2.292016086160618826e+01,-3.606971824029339135e+00
1.859653852992709488e+01,-1.006036373325291677e+01,2.243212603907807079e+01,-3.470782468962341216e+00
2.320321596294366984e+01,-9.479029791482187051e+00,2.165300815637817422e+01,-3.337406610461954859e+00
2.210859133882352268e+01,-1.055358825473261319e+01,2.112613661199748805e+01,-3.318987135795029797e+00
2.126362170190280665e+01,-1.189765530539634497e+01,2.034557541559275862e+01,-3.367599291057203903e+00
2.116702803881756978e+01,-1.111654745831365965e+01,1.979534209569773751e+01,-3.406937871113282057e+00
2.062598635910863010e+01,-1.120998584644112483e+01,1.925430041598879782e+01,-3.432861140673234779e+00
2.070239092964628469e+01,-1.125806318605863510e+01,1.852273377331630755e+01,-3.480938480290744153e+00
2.080241249130980918e+01,-1.125933039796667501e+01,1.805500225524037461e+01,-3.500168798268059600e+00
2.175324206367734092e+01,-1.087653090245556875e+01,1.735999288471821700e+01,-3.487375425998631595e+00
2.135718860435830990e+01,-1.044151703883891713e+01,1.696393942539918598e+01,-3.393790972094494762e+00
2.131853594982846545e+01,-8.696162044580885819e+00,1.661953653080855631e+01,-3.256401760319644900e+00
2.089541425045267431e+01,-8.000150633592799210e+00,1.619641483143276162e+01,-3.024803521107016113e+00
1.943860136718132736e+01,-7.937139501002365094e+00,1.597019106955418977e+01,-2.858803819845786798e+00
1.915482807208627136e+01,-7.627089341406654732e+00,1.568641777445913554e+01,-2.651742228920871192e+00
